postcodes_id,zone_id,postcode_range_start,postcode_range_end,postcode_name,status
1992,56,EC1Y,EC1Y,EC1Y,1
1993,56,EC2A,EC2A,EC2A,1
1994,56,EC2M,EC2M,EC2M,1
1995,56,EC2N,EC2N,EC2N,1
1996,56,EC2R,EC2R,EC2R,1
1997,56,EC2V,EC2V,EC2V,1
1998,56,EC2Y,EC2Y,EC2Y,1
1999,56,EC3A,EC3A,EC3A,1
2000,56,EC3V,EC3V,EC3V,1
2001,56,EC4A,EC4A,EC4A,1
2002,56,EC4M,EC4M,EC4M,1
2003,56,EC4N,EC4N,EC4N,1
2004,56,EC4R,EC4R,EC4R,1
2005,56,EC4V,EC4V,EC4V,1
2006,56,EC4Y,EC4Y,EC4Y,1
2007,56,SE11,SE11,SE11,1
2008,56,RM2,RM2,RM2,1
2009,56,RM1,RM1,RM1,1
2010,57,EC1Y,EC1Y,EC1Y,1
2011,57,EC2A,EC2A,EC2A,1
2012,57,EC2M,EC2M,EC2M,1
2013,57,EC2N,EC2N,EC2N,1
2014,57,EC2R,EC2R,EC2R,1
2015,57,EC2V,EC2V,EC2V,1
2016,57,EC2Y,EC2Y,EC2Y,1
2017,57,EC3A,EC3A,EC3A,1
2018,57,EC3V,EC3V,EC3V,1
2019,57,EC4A,EC4A,EC4A,1
2020,57,EC4M,EC4M,EC4M,1
2021,57,EC4N,EC4N,EC4N,1
2022,57,EC4R,EC4R,EC4R,1
2023,57,EC4V,EC4V,EC4V,1
2024,57,EC4Y,EC4Y,EC4Y,1
2025,57,SE11,SE11,SE11,1
2026,57,RM2,RM2,RM2,1
2027,57,RM1,RM1,RM1,1
2028,58,EC2A,EC2A,EC2A,1
2029,58,EC2M,EC2M,EC2M,1
2030,58,EC2N,EC2N,EC2N,1
2031,58,EC2R,EC2R,EC2R,1
2032,58,EC2V,EC2V,EC2V,1
2033,58,EC2Y,EC2Y,EC2Y,1
2034,58,EC3A,EC3A,EC3A,1
2035,58,EC3V,EC3V,EC3V,1
2036,58,EC4A,EC4A,EC4A,1
2037,58,EC4M,EC4M,EC4M,1
2038,58,EC4N,EC4N,EC4N,1
2039,58,EC4R,EC4R,EC4R,1
2040,58,EC4V,EC4V,EC4V,1
2041,58,EC4Y,EC4Y,EC4Y,1
2042,58,SE11,SE11,SE11,1
2043,58,RM2,RM2,RM2,1
2044,58,RM1,RM1,RM1,1
2045,59,EC2M,EC2M,EC2M,1
2046,59,EC2N,EC2N,EC2N,1
2047,59,EC2R,EC2R,EC2R,1
2048,59,EC2V,EC2V,EC2V,1
2049,59,EC2Y,EC2Y,EC2Y,1
2050,59,EC3A,EC3A,EC3A,1
2051,59,EC3V,EC3V,EC3V,1
2052,59,EC4A,EC4A,EC4A,1
2053,59,EC4M,EC4M,EC4M,1
2054,59,EC4N,EC4N,EC4N,1
2055,59,EC4R,EC4R,EC4R,1
2056,59,EC4V,EC4V,EC4V,1
2057,59,EC4Y,EC4Y,EC4Y,1
2058,59,SE11,SE11,SE11,1
2059,59,RM2,RM2,RM2,1
2060,59,RM1,RM1,RM1,1
2061,60,EC2N,EC2N,EC2N,1
2062,60,EC2R,EC2R,EC2R,1
2063,60,EC2V,EC2V,EC2V,1
2064,60,EC2Y,EC2Y,EC2Y,1
2065,60,EC3A,EC3A,EC3A,1
2066,60,EC3V,EC3V,EC3V,1
2067,60,EC4A,EC4A,EC4A,1
2068,60,EC4M,EC4M,EC4M,1
2069,60,EC4N,EC4N,EC4N,1
2070,60,EC4R,EC4R,EC4R,1
2071,60,EC4V,EC4V,EC4V,1
2072,60,EC4Y,EC4Y,EC4Y,1
2073,60,SE11,SE11,SE11,1
2074,60,RM2,RM2,RM2,1
2075,60,RM1,RM1,RM1,1
2076,61,EC2R,EC2R,EC2R,1
2077,61,EC2V,EC2V,EC2V,1
2078,61,EC2Y,EC2Y,EC2Y,1
2079,61,EC3A,EC3A,EC3A,1
2080,61,EC3V,EC3V,EC3V,1
2081,61,EC4A,EC4A,EC4A,1
2082,61,EC4M,EC4M,EC4M,1
2083,61,EC4N,EC4N,EC4N,1
2084,61,EC4R,EC4R,EC4R,1
2085,61,EC4V,EC4V,EC4V,1
2086,61,EC4Y,EC4Y,EC4Y,1
2087,61,SE11,SE11,SE11,1
2088,61,RM2,RM2,RM2,1
2089,61,RM1,RM1,RM1,1
2090,62,EC2V,EC2V,EC2V,1
2091,62,EC2Y,EC2Y,EC2Y,1
2092,62,EC3A,EC3A,EC3A,1
2093,62,EC3V,EC3V,EC3V,1
2094,62,EC4A,EC4A,EC4A,1
2095,62,EC4M,EC4M,EC4M,1
2096,62,EC4N,EC4N,EC4N,1
2097,62,EC4R,EC4R,EC4R,1
2098,62,EC4V,EC4V,EC4V,1
2099,62,EC4Y,EC4Y,EC4Y,1
2100,62,SE11,SE11,SE11,1
2101,62,RM2,RM2,RM2,1
2102,62,RM1,RM1,RM1,1
2103,63,EC2Y,EC2Y,EC2Y,1
2104,63,EC3A,EC3A,EC3A,1
2105,63,EC3V,EC3V,EC3V,1
2106,63,EC4A,EC4A,EC4A,1
2107,63,EC4M,EC4M,EC4M,1
2108,63,EC4N,EC4N,EC4N,1
2109,63,EC4R,EC4R,EC4R,1
2110,63,EC4V,EC4V,EC4V,1
2111,63,EC4Y,EC4Y,EC4Y,1
2112,63,SE11,SE11,SE11,1
2113,63,RM2,RM2,RM2,1
2114,63,RM1,RM1,RM1,1
2115,64,EC3A,EC3A,EC3A,1
2116,64,EC3V,EC3V,EC3V,1
2117,64,EC4A,EC4A,EC4A,1
2118,64,EC4M,EC4M,EC4M,1
2119,64,EC4N,EC4N,EC4N,1
2120,64,EC4R,EC4R,EC4R,1
2121,64,EC4V,EC4V,EC4V,1
2122,64,EC4Y,EC4Y,EC4Y,1
2123,64,SE11,SE11,SE11,1
2124,64,RM2,RM2,RM2,1
2125,64,RM1,RM1,RM1,1
2126,65,EC3M,EC3M,EC3M,1
2127,65,EC3N,EC3N,EC3N,1
2128,65,EC3R,EC3R,EC3R,1
2129,65,CM14,CM14,CM14,1
2130,65,RM3,RM3,RM3,1
2131,65,RM6,RM6,RM6,1
2132,65,CM13,CM13,CM13,1
2133,65,CM12,CM12,CM12,1
2134,65,CM4,CM4,CM4,1
2135,65,RM7,RM7,RM7,1
2136,65,IG2,IG2,IG2,1
2137,66,EC3N,EC3N,EC3N,1
2138,66,EC3R,EC3R,EC3R,1
2139,66,CM14,CM14,CM14,1
2140,66,RM3,RM3,RM3,1
2141,66,RM6,RM6,RM6,1
2142,66,CM13,CM13,CM13,1
2143,66,CM12,CM12,CM12,1
2144,66,CM4,CM4,CM4,1
2145,66,RM7,RM7,RM7,1
2146,66,IG2,IG2,IG2,1
2147,67,EC3R,EC3R,EC3R,1
2148,67,CM14,CM14,CM14,1
2149,67,RM3,RM3,RM3,1
2150,67,RM6,RM6,RM6,1
2151,67,CM13,CM13,CM13,1
2152,67,CM12,CM12,CM12,1
2153,67,CM4,CM4,CM4,1
2154,67,RM7,RM7,RM7,1
2155,67,IG2,IG2,IG2,1
2156,68,EC3V,EC3V,EC3V,1
2157,68,EC4A,EC4A,EC4A,1
2158,68,EC4M,EC4M,EC4M,1
2159,68,EC4N,EC4N,EC4N,1
2160,68,EC4R,EC4R,EC4R,1
2161,68,EC4V,EC4V,EC4V,1
2162,68,EC4Y,EC4Y,EC4Y,1
2163,68,SE11,SE11,SE11,1
2164,68,RM2,RM2,RM2,1
2165,68,RM1,RM1,RM1,1
2166,69,EC4A,EC4A,EC4A,1
2167,69,EC4M,EC4M,EC4M,1
2168,69,EC4N,EC4N,EC4N,1
2169,69,EC4R,EC4R,EC4R,1
2170,69,EC4V,EC4V,EC4V,1
2171,69,EC4Y,EC4Y,EC4Y,1
2172,69,SE11,SE11,SE11,1
2173,69,RM2,RM2,RM2,1
2174,69,RM1,RM1,RM1,1
2175,70,EC4M,EC4M,EC4M,1
2176,70,EC4N,EC4N,EC4N,1
2177,70,EC4R,EC4R,EC4R,1
2178,70,EC4V,EC4V,EC4V,1
2179,70,EC4Y,EC4Y,EC4Y,1
2180,70,SE11,SE11,SE11,1
2181,70,RM2,RM2,RM2,1
2182,70,RM1,RM1,RM1,1
2183,71,EC4N,EC4N,EC4N,1
2184,71,EC4R,EC4R,EC4R,1
2185,71,EC4V,EC4V,EC4V,1
2186,71,EC4Y,EC4Y,EC4Y,1
2187,71,SE11,SE11,SE11,1
2188,71,RM2,RM2,RM2,1
2189,71,RM1,RM1,RM1,1
2190,72,EC4R,EC4R,EC4R,1
2191,72,EC4V,EC4V,EC4V,1
2192,72,EC4Y,EC4Y,EC4Y,1
2193,72,SE11,SE11,SE11,1
2194,72,RM2,RM2,RM2,1
2195,72,RM1,RM1,RM1,1
2196,73,EC4V,EC4V,EC4V,1
2197,73,EC4Y,EC4Y,EC4Y,1
2198,73,SE11,SE11,SE11,1
2199,73,RM2,RM2,RM2,1
2200,73,RM1,RM1,RM1,1
2201,74,EC4Y,EC4Y,EC4Y,1
2202,74,SE11,SE11,SE11,1
2203,74,RM2,RM2,RM2,1
2204,74,RM1,RM1,RM1,1
2205,75,NW5,NW5,NW5,1
2206,75,N4,N4,N4,1
2207,75,N15,N15,N15,1
2208,75,E17,E17,E17,1
2209,76,SE11,SE11,SE11,1
2210,76,RM2,RM2,RM2,1
2211,76,RM1,RM1,RM1,1
2212,77,SE17,SE17,SE17,1
2213,78,N4,N4,N4,1
2214,78,N15,N15,N15,1
2215,78,E17,E17,E17,1
2216,79,N15,N15,N15,1
2217,79,E17,E17,E17,1
2218,80,N5,N5,N5,1
2219,80,N7,N7,N7,1
2220,80,E11,E11,E11,1
2221,81,N7,N7,N7,1
2222,81,E11,E11,E11,1
2223,82,CM15,CM15,CM15,1
2224,83,CM14,CM14,CM14,1
2225,83,RM3,RM3,RM3,1
2226,83,RM6,RM6,RM6,1
2227,83,CM13,CM13,CM13,1
2228,83,CM12,CM12,CM12,1
2229,83,CM4,CM4,CM4,1
2230,83,RM7,RM7,RM7,1
2231,83,IG2,IG2,IG2,1
2232,84,RM3,RM3,RM3,1
2233,84,RM6,RM6,RM6,1
2234,84,CM13,CM13,CM13,1
2235,84,CM12,CM12,CM12,1
2236,84,CM4,CM4,CM4,1
2237,84,RM7,RM7,RM7,1
2238,84,IG2,IG2,IG2,1
2239,85,RM2,RM2,RM2,1
2240,85,RM1,RM1,RM1,1
2241,86,RM1,RM1,RM1,1
2242,87,RM6,RM6,RM6,1
2243,87,CM13,CM13,CM13,1
2244,87,CM12,CM12,CM12,1
2245,87,CM4,CM4,CM4,1
2246,87,RM7,RM7,RM7,1
2247,87,IG2,IG2,IG2,1
2248,88,CM13,CM13,CM13,1
2249,88,CM12,CM12,CM12,1
2250,88,CM4,CM4,CM4,1
2251,88,RM7,RM7,RM7,1
2252,88,IG2,IG2,IG2,1
2253,89,CM12,CM12,CM12,1
2254,89,CM4,CM4,CM4,1
2255,89,RM7,RM7,RM7,1
2256,89,IG2,IG2,IG2,1
2257,90,CM4,CM4,CM4,1
2258,90,RM7,RM7,RM7,1
2259,90,IG2,IG2,IG2,1
2260,91,RM7,RM7,RM7,1
2261,91,IG2,IG2,IG2,1
2262,92,IG2,IG2,IG2,1
2263,93,IG4,IG4,IG4,1
2264,94,E11,E11,E11,1
2265,95,E17,E17,E17,1
2266,96,CM11,CM11,CM11,1
2267,97,TN15,TN15,TN15,1
2268,97,TN14,TN14,TN14,1
2269,98,TN14,TN14,TN14,1
2270,99,CM1,CM1,CM1,1
2271,99,CM3,CM3,CM3,1
2272,99,SW8,SW8,SW8,1
2273,99,RM18,RM18,RM18,1
2274,99,RM16,RM16,RM16,1
2275,99,RM14,RM14,RM14,1
2276,100,CM2,CM2,CM2,1
2277,101,CM3,CM3,CM3,1
2278,101,SW8,SW8,SW8,1
2279,101,RM18,RM18,RM18,1
2280,101,RM16,RM16,RM16,1
2281,101,RM14,RM14,RM14,1
2282,102,CM6,CM6,CM6,1
2283,103,E10,E10,E10,1
2284,103,E9,E9,E9,1
2285,103,SW13,SW13,SW13,1
2286,103,SW6,SW6,SW6,1
2287,103,SW10,SW10,SW10,1
2288,103,SW3,SW3,SW3,1
2289,103,SW11,SW11,SW11,1
2290,104,E9,E9,E9,1
2291,104,SW13,SW13,SW13,1
2292,104,SW6,SW6,SW6,1
2293,104,SW10,SW10,SW10,1
2294,104,SW3,SW3,SW3,1
2295,104,SW11,SW11,SW11,1
2296,105,SW13,SW13,SW13,1
2297,105,SW6,SW6,SW6,1
2298,105,SW10,SW10,SW10,1
2299,105,SW3,SW3,SW3,1
2300,105,SW11,SW11,SW11,1
2301,106,SW6,SW6,SW6,1
2302,106,SW10,SW10,SW10,1
2303,106,SW3,SW3,SW3,1
2304,106,SW11,SW11,SW11,1
2305,107,SW10,SW10,SW10,1
2306,107,SW3,SW3,SW3,1
2307,107,SW11,SW11,SW11,1
2308,108,SW3,SW3,SW3,1
2309,108,SW11,SW11,SW11,1
2310,109,SW11,SW11,SW11,1
2311,110,SW8,SW8,SW8,1
2312,110,RM18,RM18,RM18,1
2313,110,RM16,RM16,RM16,1
2314,110,RM14,RM14,RM14,1
2315,111,RM18,RM18,RM18,1
2316,111,RM16,RM16,RM16,1
2317,111,RM14,RM14,RM14,1
2318,112,RM16,RM16,RM16,1
2319,112,RM14,RM14,RM14,1
2320,113,RM14,RM14,RM14,1
2321,114,E1W,E1W,E1W,1
2322,114,CM5,CM5,CM5,1
2323,114,CM16,CM16,CM16,1
2324,114,RM4,RM4,RM4,1
2325,114,RM5,RM5,RM5,1
2326,114,RM8,RM8,RM8,1
2327,114,RM9,RM9,RM9,1
2328,114,RM10,RM10,RM10,1
2329,114,RM11,RM11,RM11,1
2330,114,RM12,RM12,RM12,1
2331,114,RM13,RM13,RM13,1
2332,114,RM17,RM17,RM17,1
2333,114,RM19,RM19,RM19,1
2334,114,RM20,RM20,RM20,1
2335,114,SS16,SS16,SS16,1
2336,114,SS17,SS17,SS17,1
2337,114,E19,E19,E19,1
2338,114,E20,E20,E20,1
2339,114,SW1,SW1,SW1,1
2340,114,IG1,IG1,IG1,1
2341,114,IG3,IG3,IG3,1
2342,114,IG5,IG5,IG5,1
2343,114,IG6,IG6,IG6,1
2344,114,IG11,IG11,IG11,1
2345,114,SE27,SE27,SE27,1
2346,114,SE28,SE28,SE28,1
2347,115,CM5,CM5,CM5,1
2348,115,CM16,CM16,CM16,1
2349,115,RM4,RM4,RM4,1
2350,115,RM5,RM5,RM5,1
2351,115,RM8,RM8,RM8,1
2352,115,RM9,RM9,RM9,1
2353,115,RM10,RM10,RM10,1
2354,115,RM11,RM11,RM11,1
2355,115,RM12,RM12,RM12,1
2356,115,RM13,RM13,RM13,1
2357,115,RM17,RM17,RM17,1
2358,115,RM19,RM19,RM19,1
2359,115,RM20,RM20,RM20,1
2360,115,SS16,SS16,SS16,1
2361,115,SS17,SS17,SS17,1
2362,115,E19,E19,E19,1
2363,115,E20,E20,E20,1
2364,115,SW1,SW1,SW1,1
2365,115,IG1,IG1,IG1,1
2366,115,IG3,IG3,IG3,1
2367,115,IG5,IG5,IG5,1
2368,115,IG6,IG6,IG6,1
2369,115,IG11,IG11,IG11,1
2370,115,SE27,SE27,SE27,1
2371,115,SE28,SE28,SE28,1
2372,116,CM16,CM16,CM16,1
2373,116,RM4,RM4,RM4,1
2374,116,RM5,RM5,RM5,1
2375,116,RM8,RM8,RM8,1
2376,116,RM9,RM9,RM9,1
2377,116,RM10,RM10,RM10,1
2378,116,RM11,RM11,RM11,1
2379,116,RM12,RM12,RM12,1
2380,116,RM13,RM13,RM13,1
2381,116,RM17,RM17,RM17,1
2382,116,RM19,RM19,RM19,1
2383,116,RM20,RM20,RM20,1
2384,116,SS16,SS16,SS16,1
2385,116,SS17,SS17,SS17,1
2386,116,E19,E19,E19,1
2387,116,E20,E20,E20,1
2388,116,SW1,SW1,SW1,1
2389,116,IG1,IG1,IG1,1
2390,116,IG3,IG3,IG3,1
2391,116,IG5,IG5,IG5,1
2392,116,IG6,IG6,IG6,1
2393,116,IG11,IG11,IG11,1
2394,116,SE27,SE27,SE27,1
2395,116,SE28,SE28,SE28,1
2396,117,RM4,RM4,RM4,1
2397,117,RM5,RM5,RM5,1
2398,117,RM8,RM8,RM8,1
2399,117,RM9,RM9,RM9,1
2400,117,RM10,RM10,RM10,1
2401,117,RM11,RM11,RM11,1
2402,117,RM12,RM12,RM12,1
2403,117,RM13,RM13,RM13,1
2404,117,RM17,RM17,RM17,1
2405,117,RM19,RM19,RM19,1
2406,117,RM20,RM20,RM20,1
2407,117,SS16,SS16,SS16,1
2408,117,SS17,SS17,SS17,1
2409,117,E19,E19,E19,1
2410,117,E20,E20,E20,1
2411,117,SW1,SW1,SW1,1
2412,117,IG1,IG1,IG1,1
2413,117,IG3,IG3,IG3,1
2414,117,IG5,IG5,IG5,1
2415,117,IG6,IG6,IG6,1
2416,117,IG11,IG11,IG11,1
2417,117,SE27,SE27,SE27,1
2418,117,SE28,SE28,SE28,1
2419,118,RM5,RM5,RM5,1
2420,118,RM8,RM8,RM8,1
2421,118,RM9,RM9,RM9,1
2422,118,RM10,RM10,RM10,1
2423,118,RM11,RM11,RM11,1
2424,118,RM12,RM12,RM12,1
2425,118,RM13,RM13,RM13,1
2426,118,RM17,RM17,RM17,1
2427,118,RM19,RM19,RM19,1
2428,118,RM20,RM20,RM20,1
2429,118,SS16,SS16,SS16,1
2430,118,SS17,SS17,SS17,1
2431,118,E19,E19,E19,1
2432,118,E20,E20,E20,1
2433,118,SW1,SW1,SW1,1
2434,118,IG1,IG1,IG1,1
2435,118,IG3,IG3,IG3,1
2436,118,IG5,IG5,IG5,1
2437,118,IG6,IG6,IG6,1
2438,118,IG11,IG11,IG11,1
2439,118,SE27,SE27,SE27,1
2440,118,SE28,SE28,SE28,1
2441,119,RM8,RM8,RM8,1
2442,119,RM9,RM9,RM9,1
2443,119,RM10,RM10,RM10,1
2444,119,RM11,RM11,RM11,1
2445,119,RM12,RM12,RM12,1
2446,119,RM13,RM13,RM13,1
2447,119,RM17,RM17,RM17,1
2448,119,RM19,RM19,RM19,1
2449,119,RM20,RM20,RM20,1
2450,119,SS16,SS16,SS16,1
2451,119,SS17,SS17,SS17,1
2452,119,E19,E19,E19,1
2453,119,E20,E20,E20,1
2454,119,SW1,SW1,SW1,1
2455,119,IG1,IG1,IG1,1
2456,119,IG3,IG3,IG3,1
2457,119,IG5,IG5,IG5,1
2458,119,IG6,IG6,IG6,1
2459,119,IG11,IG11,IG11,1
2460,119,SE27,SE27,SE27,1
2461,119,SE28,SE28,SE28,1
2462,120,RM9,RM9,RM9,1
2463,120,RM10,RM10,RM10,1
2464,120,RM11,RM11,RM11,1
2465,120,RM12,RM12,RM12,1
2466,120,RM13,RM13,RM13,1
2467,120,RM17,RM17,RM17,1
2468,120,RM19,RM19,RM19,1
2469,120,RM20,RM20,RM20,1
2470,120,SS16,SS16,SS16,1
2471,120,SS17,SS17,SS17,1
2472,120,E19,E19,E19,1
2473,120,E20,E20,E20,1
2474,120,SW1,SW1,SW1,1
2475,120,IG1,IG1,IG1,1
2476,120,IG3,IG3,IG3,1
2477,120,IG5,IG5,IG5,1
2478,120,IG6,IG6,IG6,1
2479,120,IG11,IG11,IG11,1
2480,120,SE27,SE27,SE27,1
2481,120,SE28,SE28,SE28,1
2482,121,RM10,RM10,RM10,1
2483,121,RM11,RM11,RM11,1
2484,121,RM12,RM12,RM12,1
2485,121,RM13,RM13,RM13,1
2486,121,RM17,RM17,RM17,1
2487,121,RM19,RM19,RM19,1
2488,121,RM20,RM20,RM20,1
2489,121,SS16,SS16,SS16,1
2490,121,SS17,SS17,SS17,1
2491,121,E19,E19,E19,1
2492,121,E20,E20,E20,1
2493,121,SW1,SW1,SW1,1
2494,121,IG1,IG1,IG1,1
2495,121,IG3,IG3,IG3,1
2496,121,IG5,IG5,IG5,1
2497,121,IG6,IG6,IG6,1
2498,121,IG11,IG11,IG11,1
2499,121,SE27,SE27,SE27,1
2500,121,SE28,SE28,SE28,1
2501,122,RM11,RM11,RM11,1
2502,122,RM12,RM12,RM12,1
2503,122,RM13,RM13,RM13,1
2504,122,RM17,RM17,RM17,1
2505,122,RM19,RM19,RM19,1
2506,122,RM20,RM20,RM20,1
2507,122,SS16,SS16,SS16,1
2508,122,SS17,SS17,SS17,1
2509,122,E19,E19,E19,1
2510,122,E20,E20,E20,1
2511,122,SW1,SW1,SW1,1
2512,122,IG1,IG1,IG1,1
2513,122,IG3,IG3,IG3,1
2514,122,IG5,IG5,IG5,1
2515,122,IG6,IG6,IG6,1
2516,122,IG11,IG11,IG11,1
2517,122,SE27,SE27,SE27,1
2518,122,SE28,SE28,SE28,1
2519,123,RM12,RM12,RM12,1
2520,123,RM13,RM13,RM13,1
2521,123,RM17,RM17,RM17,1
2522,123,RM19,RM19,RM19,1
2523,123,RM20,RM20,RM20,1
2524,123,SS16,SS16,SS16,1
2525,123,SS17,SS17,SS17,1
2526,123,E19,E19,E19,1
2527,123,E20,E20,E20,1
2528,123,SW1,SW1,SW1,1
2529,123,IG1,IG1,IG1,1
2530,123,IG3,IG3,IG3,1
2531,123,IG5,IG5,IG5,1
2532,123,IG6,IG6,IG6,1
2533,123,IG11,IG11,IG11,1
2534,123,SE27,SE27,SE27,1
2535,123,SE28,SE28,SE28,1
2536,124,RM13,RM13,RM13,1
2537,124,RM17,RM17,RM17,1
2538,124,RM19,RM19,RM19,1
2539,124,RM20,RM20,RM20,1
2540,124,SS16,SS16,SS16,1
2541,124,SS17,SS17,SS17,1
2542,124,E19,E19,E19,1
2543,124,E20,E20,E20,1
2544,124,SW1,SW1,SW1,1
2545,124,IG1,IG1,IG1,1
2546,124,IG3,IG3,IG3,1
2547,124,IG5,IG5,IG5,1
2548,124,IG6,IG6,IG6,1
2549,124,IG11,IG11,IG11,1
2550,124,SE27,SE27,SE27,1
2551,124,SE28,SE28,SE28,1
2552,125,RM15,RM15,RM15,1
2553,125,E3,E3,E3,1
2554,125,E4,E4,E4,1
2555,125,E5,E5,E5,1
2556,125,E6,E6,E6,1
2557,125,E7,E7,E7,1
2558,125,E8,E8,E8,1
2559,125,E12,E12,E12,1
2560,125,E13,E13,E13,1
2561,125,E14,E14,E14,1
2562,125,E15,E15,E15,1
2563,125,E16,E16,E16,1
2564,125,E18,E18,E18,1
2565,125,SE3,SE3,SE3,1
2566,125,SE4,SE4,SE4,1
2567,125,SE5,SE5,SE5,1
2568,125,SE13,SE13,SE13,1
2569,125,SE14,SE14,SE14,1
2570,125,SE15,SE15,SE15,1
2571,125,N6,N6,N6,1
2572,125,N8,N8,N8,1
2573,125,SW4,SW4,SW4,1
2574,125,SW5,SW5,SW5,1
2575,125,SW7,SW7,SW7,1
2576,125,SW9,SW9,SW9,1
2577,125,SW12,SW12,SW12,1
2578,125,SW14,SW14,SW14,1
2579,125,SW15,SW15,SW15,1
2580,125,SW16,SW16,SW16,1
2581,125,SW17,SW17,SW17,1
2582,125,SW18,SW18,SW18,1
2583,125,SW19,SW19,SW19,1
2584,125,N16,N16,N16,1
2585,125,W4,W4,W4,1
2586,125,W6,W6,W6,1
2587,125,W8,W8,W8,1
2588,125,W9,W9,W9,1
2589,125,W10,W10,W10,1
2590,125,W11,W11,W11,1
2591,125,W12,W12,W12,1
2592,125,SE7,SE7,SE7,1
2593,125,SE8,SE8,SE8,1
2594,125,SE21,SE21,SE21,1
2595,125,SE22,SE22,SE22,1
2596,125,SE24,SE24,SE24,1
2597,126,RM17,RM17,RM17,1
2598,126,RM19,RM19,RM19,1
2599,126,RM20,RM20,RM20,1
2600,126,SS16,SS16,SS16,1
2601,126,SS17,SS17,SS17,1
2602,126,E19,E19,E19,1
2603,126,E20,E20,E20,1
2604,126,SW1,SW1,SW1,1
2605,126,IG1,IG1,IG1,1
2606,126,IG3,IG3,IG3,1
2607,126,IG5,IG5,IG5,1
2608,126,IG6,IG6,IG6,1
2609,126,IG11,IG11,IG11,1
2610,126,SE27,SE27,SE27,1
2611,126,SE28,SE28,SE28,1
2612,127,RM19,RM19,RM19,1
2613,127,RM20,RM20,RM20,1
2614,127,SS16,SS16,SS16,1
2615,127,SS17,SS17,SS17,1
2616,127,E19,E19,E19,1
2617,127,E20,E20,E20,1
2618,127,SW1,SW1,SW1,1
2619,127,IG1,IG1,IG1,1
2620,127,IG3,IG3,IG3,1
2621,127,IG5,IG5,IG5,1
2622,127,IG6,IG6,IG6,1
2623,127,IG11,IG11,IG11,1
2624,127,SE27,SE27,SE27,1
2625,127,SE28,SE28,SE28,1
2626,128,RM20,RM20,RM20,1
2627,128,SS16,SS16,SS16,1
2628,128,SS17,SS17,SS17,1
2629,128,E19,E19,E19,1
2630,128,E20,E20,E20,1
2631,128,SW1,SW1,SW1,1
2632,128,IG1,IG1,IG1,1
2633,128,IG3,IG3,IG3,1
2634,128,IG5,IG5,IG5,1
2635,128,IG6,IG6,IG6,1
2636,128,IG11,IG11,IG11,1
2637,128,SE27,SE27,SE27,1
2638,128,SE28,SE28,SE28,1
2639,129,SS14,SS14,SS14,1
2640,129,SS15,SS15,SS15,1
2641,129,NW8,NW8,NW8,1
2642,130,SS15,SS15,SS15,1
2643,130,NW8,NW8,NW8,1
2644,131,SS16,SS16,SS16,1
2645,131,SS17,SS17,SS17,1
2646,131,E19,E19,E19,1
2647,131,E20,E20,E20,1
2648,131,SW1,SW1,SW1,1
2649,131,IG1,IG1,IG1,1
2650,131,IG3,IG3,IG3,1
2651,131,IG5,IG5,IG5,1
2652,131,IG6,IG6,IG6,1
2653,131,IG11,IG11,IG11,1
2654,131,SE27,SE27,SE27,1
2655,131,SE28,SE28,SE28,1
2656,132,SS17,SS17,SS17,1
2657,132,E19,E19,E19,1
2658,132,E20,E20,E20,1
2659,132,SW1,SW1,SW1,1
2660,132,IG1,IG1,IG1,1
2661,132,IG3,IG3,IG3,1
2662,132,IG5,IG5,IG5,1
2663,132,IG6,IG6,IG6,1
2664,132,IG11,IG11,IG11,1
2665,132,SE27,SE27,SE27,1
2666,132,SE28,SE28,SE28,1
2667,133,E3,E3,E3,1
2668,133,E4,E4,E4,1
2669,133,E5,E5,E5,1
2670,133,E6,E6,E6,1
2671,133,E7,E7,E7,1
2672,133,E8,E8,E8,1
2673,133,E12,E12,E12,1
2674,133,E13,E13,E13,1
2675,133,E14,E14,E14,1
2676,133,E15,E15,E15,1
2677,133,E16,E16,E16,1
2678,133,E18,E18,E18,1
2679,133,SE3,SE3,SE3,1
2680,133,SE4,SE4,SE4,1
2681,133,SE5,SE5,SE5,1
2682,133,SE13,SE13,SE13,1
2683,133,SE14,SE14,SE14,1
2684,133,SE15,SE15,SE15,1
2685,133,N6,N6,N6,1
2686,133,N8,N8,N8,1
2687,133,SW4,SW4,SW4,1
2688,133,SW5,SW5,SW5,1
2689,133,SW7,SW7,SW7,1
2690,133,SW9,SW9,SW9,1
2691,133,SW12,SW12,SW12,1
2692,133,SW14,SW14,SW14,1
2693,133,SW15,SW15,SW15,1
2694,133,SW16,SW16,SW16,1
2695,133,SW17,SW17,SW17,1
2696,133,SW18,SW18,SW18,1
2697,133,SW19,SW19,SW19,1
2698,133,N16,N16,N16,1
2699,133,W4,W4,W4,1
2700,133,W6,W6,W6,1
2701,133,W8,W8,W8,1
2702,133,W9,W9,W9,1
2703,133,W10,W10,W10,1
2704,133,W11,W11,W11,1
2705,133,W12,W12,W12,1
2706,133,SE7,SE7,SE7,1
2707,133,SE8,SE8,SE8,1
2708,133,SE21,SE21,SE21,1
2709,133,SE22,SE22,SE22,1
2710,133,SE24,SE24,SE24,1
2711,134,E4,E4,E4,1
2712,134,E5,E5,E5,1
2713,134,E6,E6,E6,1
2714,134,E7,E7,E7,1
2715,134,E8,E8,E8,1
